Giá,DT,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
"4,05 tỷ",117 m,Đường Đoàn Hữu Trưng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"8,5 tỷ",75 m,Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,3,---,---,3,---
"5,05 tỷ",78 m,Đường Nguyễn Hữu Thận, Phường An Khê, Quận Thanh Khê, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,6m,3,---,---,3,---
"3,5 tỷ",60 m,Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,"4,91m",1,---,---,2,---
"4,2 tỷ",107 m,Đường Bàu Mạc 6, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,3,---,---,4,---
"3,95 tỷ",50 m,Đường Phan Châu Trinh, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng,Đông Nam,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"5,13m",4,---,---,4,---
"5,3 tỷ",100 m,Đường Phùng Hưng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"2,55 tỷ",42 m,Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng,Nam,---,Cần bán,"2,5m",---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,---,---,2,---
"3,85 tỷ",83 m,Đường Nguyễn Đỗ Cung, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,3,---,---,3,---
"3,8 tỷ",123 m,Đường Lê Thạch, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"3,2 tỷ",70 m,Đường  Lê Văn Sĩ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
4 tỷ,100 m,Đường Xuân Thiều 24, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"5,9 tỷ",103 m,Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"2,05 tỷ",100 m,Đường Cổ Mân Mai 3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"3,65 tỷ",109 m,Đường Phạm Văn Tráng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"5,9m",---,---,---,---,---
"4,6 tỷ",85 m,Đường Đặng Huy Tá, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,---,4,---
"3,35 tỷ",75 m,Đường Nguyễn Thanh Năm, Phường An Khê, Quận Thanh Khê, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,---,---,2,---
"4,1 tỷ",74 m,Đường Nguyễn Thị Ba, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,---,---,2,---
"3,7 tỷ",80 m,Đường Phú Lộc 14, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,1,---,---,2,---
"5,1 tỷ",75 m,Đường Lê Văn Thịnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,3,---,15m,4,---
"3,3 tỷ",107 m,Đường Bàu Mạc 6, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"2,95 tỷ",46 m,Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,"2,5m",---,Nhà trong hẻm,---,---,"4,1m",2,---,---,3,---
"2,95 tỷ",97 m,Đường Bàu Mạc, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"3,5 tỷ",80 m,Đường Phú Lộc 15, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"4,2 tỷ",82 m,Đường Mẹ Hiền, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,"4,5m",1,---,---,4,---
"3,2 tỷ",72 m,Đường Lê Thiệt, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,---,---,---
"3,9 tỷ",75 m,Đường Phú Lộc 15, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,2,---,---,3,---
3 tỷ,90 m,Đường Đá Mọc 4, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"4,2 tỷ",97 m,Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"3,2 tỷ",64 m,Đường Nại Hiên Đông 15, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,---,---,2,---
"3,4 tỷ",75 m,Đường Nguyễn Chích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"4,92 tỷ",47 m,Đường Bình An, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,"3,5m",4,---,---,4,---
"4,65 tỷ",90 m,Đường Thanh Nghị, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,---,---,---
"3,25 tỷ",100 m,Đường Võ Quảng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"3,85 tỷ",85 m,Đường Gò Nãy 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,---,3,---
"4,44 tỷ",70 m,Đường Dương Bích Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,2,---,---,3,---
"3,55 tỷ",75 m,Đường Lê Văn Thịnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,1,---,---,2,---
"3,9 tỷ",86 m,Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"3,1 tỷ",78 m,Đường Cẩm Bắc 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,1,---,---,3,---
"3,6 tỷ",50 m,Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng,Đông Bắc,---,Cần bán,"3,5m",---,Nhà trong hẻm,---,---,"4,5m",3,---,---,3,---
"5,7 tỷ",85 m,Đường Đặng Huy Tá, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,17m,3,---
"2,95 tỷ",70 m,Đường  Lê Văn Sĩ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"3,85 tỷ",69 m,Đường Nguyễn Huy Tự, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,"4,5m",2,---,---,3,---
"5,5 tỷ",75 m,Đường Đào Nguyên Phổ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,---,4,---
"4,47 tỷ",69 m,Đường Nguyễn Huy Tự, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",4,---,---,4,---
"5,5 tỷ",100 m,Đường Nguyễn Sắc Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,5m,3,---,---,4,---
3 tỷ,128 m,Đường Phạm Thị Lam Anh, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,25m",2,---,---,3,---
"5,49 tỷ",85 m,Đường Bàu Năng 7, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,4,---,---,4,---
"5,7 tỷ",85 m,Đường Đa Phước 10, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,5m,3,---,---,4,---
"3,4 tỷ",75 m,Đường Nguyễn Chích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"4,85 tỷ",54 m,Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng,Tây Bắc,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"4,5m",3,---,---,3,---
"2,83 tỷ",49 m,Đường Nguyễn Hoàng, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,Đông Bắc,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,2,---,---,2,---
"2,99 tỷ",55 m,Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng,Đông Nam,---,Cần bán,"2,5m",---,Nhà trong hẻm,---,---,6m,2,---,---,3,---
"4,6 tỷ",81 m,Đường Nguyên Hồng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,---,---,---
"2,95 tỷ",72 m,Đường Xuân Thiều 9, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,4m,1,---,---,2,---
"3,3 tỷ",88 m,Đường Đặng Như Mai, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,Tây,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,1,---,---,1,---
"3,62 tỷ",74 m,Đường Hoà Minh 10, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,"5,5m",3,---,---,6,---
"3,25 tỷ",85 m,Đường Gò Nãy 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"2,35 tỷ",35 m,Đường Nguyễn Nghiêm, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng,Đông Nam,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"4,8m",2,---,---,2,---
"3,73 tỷ",45 m,Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng,Tây,---,Cần bán,"3,5m",---,Nhà trong hẻm,---,---,"3,17m",2,---,"14,14m",3,---
"4,68 tỷ",100 m,Đường Đòan Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,3,---,---,3,---
"3,4 tỷ",75 m,Đường Hoà Minh 19, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,5m,2,---,---,3,---
"4,4 tỷ",66 m,Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,Bắc,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,3,---,---,3,---
"2,75 tỷ",90 m,Đường Hòa Nam, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,18m,---,---
"3,05 tỷ",70 m,Đường Lương Khánh Thiện, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
"18,5 tỷ",271 m,Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,13m,---,---,21m,---,---
"2,8 tỷ",78 m,Đường Chơn Tâm 2, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"15,7m",---,---
"3,7 tỷ",50 m,Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng,Đông,---,Cần bán,"2,5m",---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"7,83m",3,---,---,3,---
"5,1 tỷ",106 m,Đường Quách Thị Trang, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,Nhà mặt tiền,---,---,5m,2,---,---,3,---
"5,2 tỷ",121 m,Trung Lương 16, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,24m,---,---
"11,6 tỷ",100 m,12 Đường Đỗ Huy Uyển, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,"7,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,---,20m,3,---
"13,5 tỷ",100 m,Đường Chương Dương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
85 tỷ,704 m,Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",---,---,42m,---,---,17m,---,---
"3,8 tỷ",81 m,Đường Hòa Minh 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,---,---,2,---
2 tỷ,200 m,Đường ĐT 605, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng,Nam,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"5,2m",---,---,38m,---,---
"3,9 tỷ",72 m,Đường Bùi Huy Bích, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,4m,1,---,---,3,---
"8,6 tỷ",125 m,Đường Ngô Văn Sở, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,25m,2,---
"3,5 tỷ",80 m,Đường Xuân Thiều 7, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,"5,5m",---,Nhà mặt tiền,---,---,4m,1,---,---,3,---
"5,3 tỷ",121 m,Đường Huỳnh Văn Gấm, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"24,24m",---,---
11 tỷ,170 m,Đường Phạm Tuấn Tài, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,14m,---,---,22m,---,---
21 tỷ,212 m,Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Bắc,---,Cần bán,10m,---,Nhà mặt tiền,---,---,10m,3,---,"21,25m",5,---
45 tỷ,158 m,Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng,Tây,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"6,88m",---,---,"21,68m",---,---
27 tỷ,320 m,Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,33m,---,"Biệt thự, nhà liền kề",---,---,---,2,---,---,4,---
32 tỷ,200 m,Đường Chương Dương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,20m,---,---
29 tỷ,360 m,Đường Nguyễn Hữu An, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,"7,5m",---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,20m,---,---,18m,---,---
"2,55 tỷ",66 m,Đường Phan Thanh, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,Đông,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"3,3m",1,---,20m,2,---
80 tỷ,312 m,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Nam,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"15,1m",---,---,21m,---,---
40 tỷ,212 m,Đường Vương Thừa Vũ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Tây Bắc,---,Cần bán,33m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,12m,---,---,18m,---,---
16 tỷ,200 m,Đường Lý Thái Tông, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Tây Bắc,---,Cần bán,27m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,Y,20m,---,---
"11,493 tỷ",144 m,Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,26m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,6m,3,Y,24m,5,---
23 tỷ,570 m,31 Đường Song Hào, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,20m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,15m,3,Y,20m,9,---
"8,993 tỷ",333 m,Đường Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,---,Cần bán,18m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,15m,---,Y,22m,---,---
"2,7 tỷ",100 m,Đường Trần Đại Nghĩa, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,18m,---,"Đất thổ cư, đất ở",---,---,5m,---,Y,20m,---,---
"5,35 tỷ",250 m,Đường Võ Nguyên Giáp, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,20m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,10m,---,Y,25m,---,---
"24,493 tỷ",300 m,Đường Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,20m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,15m,3,Y,20m,5,---
"10,2 tỷ",144 m,Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông Nam,Y,Cần bán,20m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,6m,3,Y,24m,5,---
"10,3 tỷ",125 m,Đường Nguyễn Tất Thành, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,Đông Bắc,---,Cần bán,45m,---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,5m,---,Y,25m,---,---
25 tỷ,244 m,Đường Nguyễn Tất Thành, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,Đông Bắc,---,Cần bán,45m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,Y,"24,4m",---,---
"10,1 tỷ",490 m,38 Đường Nại Hiên Đông 1, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,20m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,6m,3,Y,24m,9,---
23 tỷ,250 m,Đường Nguyễn Tất Thành, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,Bắc,---,Cần bán,45m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,Y,25m,---,---
"13,8 tỷ",75 m,Đường Nguyễn Đức Trung, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,Đông,Y,Cần bán,11m,Y,Nhà mặt tiền,---,Y,"4,6m",4,Y,"16,2m",4,---
"2,55 tỷ",66 m,Đường Phan Thanh, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,Đông,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"3,3m",1,---,20m,2,---
"10,2 tỷ",144 m,Đường Lê Văn Duyệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông,Y,Cần bán,24m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,6m,3,Y,24m,5,---
"23,047 tỷ",300 m,32 Đường Song Hào, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,20m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,15m,3,Y,20m,5,---
15 tỷ,140 m,Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,Nam,Y,Cần bán,11m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,28m,4,---
"3,756 tỷ",82 m,Đường Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,8m,Y,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,Y,8m,18,Y,12m,2,---
5 tỷ,165 m,Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,2m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,11m,1,Y,15m,3,---
"3,7 tỷ",50 m,95 Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,"12,5m",4,---
"6,3 tỷ",105 m,Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"5,7m",3,Y,21m,4,---
12 tỷ,250 m,Đường Tôn Thất Dương Kỵ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,Tây Nam,---,Cần bán,"7,5m",---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,24m,---,Y,"20,8m",---,---
